"id" "sex" "population" "region"
"1024" "2" "Han" "Asia"
"1025" "2" "Japanese" "Asia"
"1026" "1" "Japanese" "Asia"
"1027" "2" "Melanesian" "Oceania"
"1028" "1" "Bantu" "Asia"
"1029" "1" "San" "Subsaharan Africa"
"1030" "1" "Bantu" "Asia"
"1031" "1" "Bantu" "Asia"
"1032" "1" "San" "Subsaharan Africa"
"1033" "1" "Bantu" "Asia"
"1034" "1" "Bantu" "Asia"
"1035" "1" "Bantu" "Asia"
"1036" "1" "San" "Subsaharan Africa"
"1037" "1" "Pima" "America"
"1038" "2" "Pima" "America"
"1039" "1" "Pima" "America"
"1040" "1" "Pima" "America"
"1041" "2" "Pima" "America"
"1042" "1" "Pima" "America"
"1043" "1" "Pima" "America"
"1044" "2" "Pima" "America"
"1045" "1" "Pima" "America"
"1046" "2" "Pima" "America"
"1047" "1" "Pima" "America"
"1048" "2" "Pima" "America"
"1049" "2" "Pima" "America"
"1050" "1" "Pima" "America"
"1051" "2" "Pima" "America"
"1052" "1" "Pima" "America"
"1053" "2" "Pima" "America"
"1054" "2" "Pima" "America"
"1055" "1" "Pima" "America"
"1056" "2" "Pima" "America"
"1057" "1" "Pima" "America"
"1058" "1" "Pima" "America"
"1059" "1" "Pima" "America"
"1060" "1" "Pima" "America"
"1061" "1" "Pima" "America"
"1062" "2" "Sardinian" "Europe"
"1063" "1" "Sardinian" "Europe"
"1064" "2" "Sardinian" "Europe"
"1065" "2" "Sardinian" "Europe"
"1066" "1" "Sardinian" "Europe"
"1067" "1" "Sardinian" "Europe"
"1068" "2" "Sardinian" "Europe"
"1069" "1" "Sardinian" "Europe"
"1070" "2" "Sardinian" "Europe"
"1071" "1" "Sardinian" "Europe"
"1072" "2" "Sardinian" "Europe"
"1073" "1" "Sardinian" "Europe"
"1074" "2" "Sardinian" "Europe"
"1075" "1" "Sardinian" "Europe"
"1076" "1" "Sardinian" "Europe"
"1077" "1" "Sardinian" "Europe"
"1078" "2" "Sardinian" "Europe"
"1079" "1" "Sardinian" "Europe"
"1081" "1" "Mbuti Pygmies" "Subsaharan Africa"
"1084" "1" "Biaka Pygmies" "Subsaharan Africa"
"1085" "2" "Biaka Pygmies" "Subsaharan Africa"
"1086" "1" "Biaka Pygmies" "Subsaharan Africa"
"1087" "1" "Biaka Pygmies" "Subsaharan Africa"
"1088" "1" "Biaka Pygmies" "Subsaharan Africa"
"1089" "1" "Biaka Pygmies" "Subsaharan Africa"
"1090" "1" "Biaka Pygmies" "Subsaharan Africa"
"1091" "1" "Biaka Pygmies" "Subsaharan Africa"
"1092" "1" "Biaka Pygmies" "Subsaharan Africa"
"1093" "1" "Biaka Pygmies" "Subsaharan Africa"
"1094" "1" "Biaka Pygmies" "Subsaharan Africa"
"1095" "1" "Tujia" "Asia"
"1096" "1" "Tujia" "Asia"
"1097" "1" "Tujia" "Asia"
"1098" "2" "Tujia" "Asia"
"1099" "1" "Tujia" "Asia"
"1100" "1" "Tujia" "Asia"
"1101" "1" "Tujia" "Asia"
"1102" "1" "Tujia" "Asia"
"1103" "1" "Tujia" "Asia"
"1104" "1" "Tujia" "Asia"
"1147" "1" "Bergamo" "Europe"
"1149" "1" "Bergamo" "Europe"
"1151" "1" "Bergamo" "Europe"
"1152" "1" "Bergamo" "Europe"
"1153" "1" "Bergamo" "Europe"
"1154" "1" "Bergamo" "Europe"
"1155" "1" "Bergamo" "Europe"
"1156" "2" "Bergamo" "Europe"
"1157" "2" "Bergamo" "Europe"
"1161" "1" "Tuscan" "Europe"
"1162" "1" "Tuscan" "Europe"
"1163" "1" "Tuscan" "Europe"
"1164" "1" "Tuscan" "Europe"
"1166" "1" "Tuscan" "Europe"
"1167" "1" "Tuscan" "Europe"
"1168" "2" "Tuscan" "Europe"
"1169" "2" "Tuscan" "Europe"
"1171" "2" "Bergamo" "Europe"
"1172" "2" "Bergamo" "Europe"
"1173" "1" "Bergamo" "Europe"
"1174" "1" "Bergamo" "Europe"
"1177" "2" "Bergamo" "Europe"
"1179" "1" "Yizu" "Asia"
"1180" "1" "Yizu" "Asia"
"1181" "1" "Yizu" "Asia"
"1182" "1" "Yizu" "Asia"
"1183" "1" "Yizu" "Asia"
"1184" "1" "Yizu" "Asia"
"1185" "1" "Yizu" "Asia"
"1186" "1" "Yizu" "Asia"
"1187" "1" "Yizu" "Asia"
"1188" "2" "Yizu" "Asia"
"1189" "1" "Miaozu" "Asia"
"1190" "1" "Miaozu" "Asia"
"1191" "1" "Miaozu" "Asia"
"1192" "1" "Miaozu" "Asia"
"1193" "1" "Miaozu" "Asia"
"1194" "1" "Miaozu" "Asia"
"1195" "1" "Miaozu" "Asia"
"1196" "2" "Miaozu" "Asia"
"1197" "2" "Miaozu" "Asia"
"1198" "2" "Miaozu" "Asia"
"1199" "1" "Mandenka" "Subsaharan Africa"
"1200" "1" "Mandenka" "Subsaharan Africa"
"1201" "1" "Mandenka" "Subsaharan Africa"
"1202" "1" "Mandenka" "Subsaharan Africa"
"1203" "1" "Oroqen" "Europe"
"1204" "1" "Oroqen" "Europe"
"1205" "1" "Oroqen" "Europe"
"1206" "1" "Oroqen" "Europe"
"1207" "1" "Oroqen" "Europe"
"1208" "1" "Oroqen" "Europe"
"1209" "1" "Oroqen" "Europe"
"1210" "1" "Oroqen" "Europe"
"1211" "2" "Oroqen" "Europe"
"1212" "2" "Oroqen" "Europe"
"1213" "1" "Daur" "Asia"
"1214" "1" "Daur" "Asia"
"1215" "2" "Daur" "Asia"
"1216" "1" "Daur" "Asia"
"1217" "1" "Daur" "Asia"
"1218" "1" "Daur" "Asia"
"1219" "2" "Daur" "Asia"
"1220" "1" "Daur" "Asia"
"1221" "1" "Daur" "Asia"
"1222" "2" "Daur" "Asia"
"1223" "2" "Mongola" "Asia"
"1224" "1" "Mongola" "Asia"
"1225" "1" "Mongola" "Asia"
"1226" "1" "Mongola" "Asia"
"1227" "1" "Mongola" "Asia"
"1228" "1" "Mongola" "Asia"
"1229" "1" "Mongola" "Asia"
"1230" "1" "Mongola" "Asia"
"1231" "1" "Mongola" "Asia"
"1232" "2" "Mongola" "Asia"
"1233" "1" "Hezhen" "Asia"
"1234" "2" "Hezhen" "Asia"
"1235" "1" "Hezhen" "Asia"
"1236" "1" "Hezhen" "Asia"
"1237" "1" "Hezhen" "Asia"
"1238" "1" "Hezhen" "Asia"
"1239" "1" "Hezhen" "Asia"
"1240" "1" "Hezhen" "Asia"
"1241" "1" "Hezhen" "Asia"
"1242" "2" "Hezhen" "Asia"
"1243" "1" "Xibo" "Asia"
"1244" "1" "Xibo" "Asia"
"1245" "1" "Xibo" "Asia"
"1246" "1" "Xibo" "Asia"
"1247" "1" "Xibo" "Asia"
"1248" "1" "Xibo" "Asia"
"1249" "1" "Xibo" "Asia"
"1250" "1" "Xibo" "Asia"
"1251" "2" "Xibo" "Asia"
"1253" "1" "Mozabite" "North Africa"
"1254" "1" "Mozabite" "North Africa"
"1255" "1" "Mozabite" "North Africa"
"1256" "1" "Mozabite" "North Africa"
"1257" "1" "Mozabite" "North Africa"
"1258" "1" "Mozabite" "North Africa"
"1259" "1" "Mozabite" "North Africa"
"1260" "1" "Mozabite" "North Africa"
"1261" "1" "Mozabite" "North Africa"
"1262" "1" "Mozabite" "North Africa"
"1263" "1" "Mozabite" "North Africa"
"1264" "1" "Mozabite" "North Africa"
"1265" "1" "Mozabite" "North Africa"
"1266" "1" "Mozabite" "North Africa"
"1267" "2" "Mozabite" "North Africa"
"1268" "1" "Mozabite" "North Africa"
"1269" "1" "Mozabite" "North Africa"
"1270" "2" "Mozabite" "North Africa"
"1271" "1" "Mozabite" "North Africa"
"1272" "1" "Mozabite" "North Africa"
"1273" "2" "Mozabite" "North Africa"
"1274" "2" "Mozabite" "North Africa"
"1275" "2" "Mozabite" "North Africa"
"1276" "2" "Mozabite" "North Africa"
"1277" "2" "Mozabite" "North Africa"
"1278" "1" "Mozabite" "North Africa"
"1279" "1" "Mozabite" "North Africa"
"1280" "2" "Mozabite" "North Africa"
"1281" "2" "Mozabite" "North Africa"
"1282" "1" "Mozabite" "North Africa"
"1283" "1" "Mandenka" "Subsaharan Africa"
"1284" "1" "Mandenka" "Subsaharan Africa"
"1285" "1" "Mandenka" "Subsaharan Africa"
"1286" "1" "Mandenka" "Subsaharan Africa"
"1287" "2" "Han" "Asia"
"1288" "1" "Han" "Asia"
"1289" "1" "Han" "Asia"
"1290" "1" "Han" "Asia"
"1291" "2" "Han" "Asia"
"1292" "1" "Han" "Asia"
"1293" "1" "Han" "Asia"
"1294" "1" "Han" "Asia"
"1295" "1" "Han" "Asia"
"1296" "1" "Han" "Asia"
"1297" "1" "Uygur" "Asia"
"1298" "1" "Uygur" "Asia"
"1299" "1" "Uygur" "Asia"
"1300" "1" "Uygur" "Asia"
"1301" "1" "Uygur" "Asia"
"1302" "1" "Uygur" "Asia"
"1303" "1" "Uygur" "Asia"
"1304" "1" "Uygur" "Asia"
"1305" "2" "Uygur" "Asia"
"1306" "2" "Uygur" "Asia"
"1307" "1" "Dai" "Asia"
"1308" "1" "Dai" "Asia"
"1309" "1" "Dai" "Asia"
"1310" "1" "Dai" "Asia"
"1311" "1" "Dai" "Asia"
"1312" "1" "Dai" "Asia"
"1313" "1" "Dai" "Asia"
"1314" "2" "Dai" "Asia"
"1315" "2" "Dai" "Asia"
"1316" "2" "Dai" "Asia"
"1317" "1" "Lahu" "Asia"
"1318" "1" "Lahu" "Asia"
"1319" "1" "Lahu" "Asia"
"1320" "1" "Lahu" "Asia"
"1321" "1" "Lahu" "Asia"
"1322" "1" "Lahu" "Asia"
"1323" "2" "Lahu" "Asia"
"1324" "2" "Lahu" "Asia"
"1325" "2" "Lahu" "Asia"
"1326" "1" "Lahu" "Asia"
"1327" "1" "She" "Asia"
"1328" "1" "She" "Asia"
"1329" "1" "She" "Asia"
"1330" "1" "She" "Asia"
"1331" "1" "She" "Asia"
"1332" "1" "She" "Asia"
"1333" "1" "She" "Asia"
"1334" "2" "She" "Asia"
"1335" "2" "She" "Asia"
"1336" "2" "She" "Asia"
"1337" "1" "Naxi" "Asia"
"1338" "1" "Naxi" "Asia"
"1339" "1" "Naxi" "Asia"
"1340" "1" "Naxi" "Asia"
"1341" "1" "Naxi" "Asia"
"1342" "1" "Naxi" "Asia"
"1343" "1" "Naxi" "Asia"
"1344" "1" "Naxi" "Asia"
"1345" "2" "Naxi" "Asia"
"1346" "2" "Naxi" "Asia"
"1347" "1" "Tu" "Asia"
"1348" "1" "Tu" "Asia"
"1349" "1" "Tu" "Asia"
"1350" "1" "Tu" "Asia"
"1351" "1" "Tu" "Asia"
"1352" "1" "Tu" "Asia"
"1353" "1" "Tu" "Asia"
"1354" "2" "Tu" "Asia"
"1355" "2" "Tu" "Asia"
"1356" "2" "Tu" "Asia"
"1357" "1" "Basque" "Europe"
"1358" "1" "Basque" "Europe"
"1359" "1" "Basque" "Europe"
"1360" "1" "Basque" "Europe"
"1361" "1" "Basque" "Europe"
"1362" "1" "Basque" "Europe"
"1363" "2" "Basque" "Europe"
"1364" "1" "Basque" "Europe"
"1365" "2" "Basque" "Europe"
"1366" "2" "Basque" "Europe"
"1367" "2" "Basque" "Europe"
"1368" "2" "Basque" "Europe"
"1369" "2" "Basque" "Europe"
"1370" "1" "Basque" "Europe"
"1371" "1" "Basque" "Europe"
"1372" "1" "Basque" "Europe"
"1373" "2" "Basque" "Europe"
"1374" "1" "Basque" "Europe"
"1375" "1" "Basque" "Europe"
"1376" "1" "Basque" "Europe"
"1377" "1" "Basque" "Europe"
"1378" "1" "Basque" "Europe"
"1379" "1" "Basque" "Europe"
"1380" "2" "Basque" "Europe"
"1381" "2" "Adygei" "Europe"
"1382" "2" "Adygei" "Europe"
"1383" "1" "Adygei" "Europe"
"1384" "1" "Adygei" "Europe"
"1385" "1" "Adygei" "Europe"
"1386" "2" "Adygei" "Europe"
"1387" "2" "Adygei" "Europe"
"1388" "2" "Adygei" "Europe"
"1396" "1" "Adygei" "Europe"
"1397" "1" "Adygei" "Europe"
"1398" "2" "Adygei" "Europe"
"1399" "2" "Adygei" "Europe"
"1400" "2" "Adygei" "Europe"
"1401" "2" "Adygei" "Europe"
"1402" "1" "Adygei" "Europe"
"1403" "1" "Adygei" "Europe"
"1404" "1" "Adygei" "Europe"
"1405" "1" "Bantu" "Asia"
"1406" "1" "Bantu" "Asia"
"1408" "1" "Bantu" "Asia"
"1410" "1" "Nilote" "Subsaharan Africa"
"1411" "1" "Bantu" "Asia"
"1412" "1" "Bantu" "Asia"
"1413" "1" "Bantu" "Asia"
"1414" "2" "Bantu" "Asia"
"1415" "1" "Bantu" "Asia"
"1416" "1" "Bantu" "Asia"
"1417" "1" "Bantu" "Asia"
"1418" "1" "Bantu" "Asia"
"1419" "1" "Bantu" "Asia"
