"id" "sex" "population" "region"
"641" "925" "2" "Yoruba" "Subsaharan Africa"
"642" "926" "2" "Yoruba" "Subsaharan Africa"
"643" "927" "1" "Yoruba" "Subsaharan Africa"
"644" "928" "2" "Yoruba" "Subsaharan Africa"
"645" "929" "1" "Yoruba" "Subsaharan Africa"
"646" "930" "1" "Yoruba" "Subsaharan Africa"
"647" "931" "1" "Yoruba" "Subsaharan Africa"
"648" "932" "1" "Yoruba" "Subsaharan Africa"
"649" "933" "2" "Yoruba" "Subsaharan Africa"
"650" "934" "2" "Yoruba" "Subsaharan Africa"
"651" "935" "2" "Yoruba" "Subsaharan Africa"
"652" "936" "1" "Yoruba" "Subsaharan Africa"
"653" "937" "1" "Yoruba" "Subsaharan Africa"
"654" "938" "2" "Yoruba" "Subsaharan Africa"
"655" "939" "2" "Yoruba" "Subsaharan Africa"
"656" "940" "1" "Yoruba" "Subsaharan Africa"
"657" "941" "1" "Yoruba" "Subsaharan Africa"
"658" "942" "1" "Yoruba" "Subsaharan Africa"
"659" "943" "1" "Yoruba" "Subsaharan Africa"
"660" "944" "1" "Yoruba" "Subsaharan Africa"
"661" "945" "1" "Yakut" "Asia"
"662" "946" "1" "Yakut" "Asia"
"663" "947" "1" "Yakut" "Asia"
"664" "948" "1" "Yakut" "Asia"
"665" "949" "1" "Yakut" "Asia"
"666" "950" "1" "Yakut" "Asia"
"667" "951" "1" "Yakut" "Asia"
"668" "952" "1" "Yakut" "Asia"
"669" "953" "1" "Yakut" "Asia"
"670" "954" "1" "Yakut" "Asia"
"671" "955" "1" "Yakut" "Asia"
"672" "956" "1" "Yakut" "Asia"
"673" "957" "1" "Yakut" "Asia"
"674" "958" "1" "Yakut" "Asia"
"675" "959" "1" "Yakut" "Asia"
"676" "960" "1" "Yakut" "Asia"
"677" "961" "1" "Yakut" "Asia"
"678" "962" "1" "Yakut" "Asia"
"679" "963" "1" "Yakut" "Asia"
"680" "964" "1" "Yakut" "Asia"
"681" "965" "1" "Yakut" "Asia"
"682" "966" "1" "Yakut" "Asia"
"683" "967" "1" "Yakut" "Asia"
"684" "968" "1" "Yakut" "Asia"
"685" "969" "1" "Yakut" "Asia"
"686" "970" "2" "Columbian" "America"
"687" "971" "1" "Han" "Asia"
"688" "972" "2" "Han" "Asia"
"689" "973" "1" "Han" "Asia"
"690" "974" "2" "Han" "Asia"
"691" "975" "2" "Han" "Asia"
"692" "976" "2" "Han" "Asia"
"693" "977" "1" "Han" "Asia"
"694" "978" "2" "Melanesian" "Oceania"
"695" "979" "2" "Melanesian" "Oceania"
"696" "980" "1" "Biaka Pygmies" "Subsaharan Africa"
"697" "981" "1" "Biaka Pygmies" "Subsaharan Africa"
"698" "982" "1" "Mbuti Pygmies" "Subsaharan Africa"
"699" "983" "1" "Mbuti Pygmies" "Subsaharan Africa"
"700" "984" "1" "Mbuti Pygmies" "Subsaharan Africa"
"701" "985" "1" "Biaka Pygmies" "Subsaharan Africa"
"702" "986" "1" "Biaka Pygmies" "Subsaharan Africa"
"703" "987" "1" "San" "Subsaharan Africa"
"704" "988" "1" "San" "Subsaharan Africa"
"705" "991" "1" "San" "Subsaharan Africa"
"706" "992" "1" "San" "Subsaharan Africa"
"707" "993" "1" "Bantu" "Asia"
"708" "994" "1" "Bantu" "Asia"
"709" "995" "2" "Karitiana" "America"
"710" "996" "2" "Karitiana" "America"
"711" "997" "1" "Karitiana" "America"
"712" "998" "1" "Karitiana" "America"
"713" "999" "2" "Karitiana" "America"
"714" "1000" "1" "Karitiana" "America"
"715" "1001" "2" "Karitiana" "America"
"716" "1003" "2" "Karitiana" "America"
"717" "1004" "1" "Karitiana" "America"
"718" "1005" "1" "Karitiana" "America"
"719" "1006" "2" "Karitiana" "America"
"720" "1007" "2" "Karitiana" "America"
"721" "1008" "2" "Karitiana" "America"
"722" "1009" "1" "Karitiana" "America"
"723" "1010" "2" "Karitiana" "America"
"724" "1011" "2" "Karitiana" "America"
"725" "1012" "1" "Karitiana" "America"
"726" "1013" "1" "Karitiana" "America"
"727" "1014" "2" "Karitiana" "America"
"728" "1015" "1" "Karitiana" "America"
"729" "1016" "2" "Karitiana" "America"
"730" "1017" "2" "Karitiana" "America"
"731" "1018" "2" "Karitiana" "America"
"732" "1019" "1" "Karitiana" "America"
"733" "1021" "2" "Han" "Asia"
"734" "1022" "2" "Han" "Asia"
"735" "1023" "2" "Han" "Asia"
"736" "1024" "2" "Han" "Asia"
"737" "1025" "2" "Japanese" "Asia"
"738" "1026" "1" "Japanese" "Asia"
"739" "1027" "2" "Melanesian" "Oceania"
"740" "1028" "1" "Bantu" "Asia"
"741" "1029" "1" "San" "Subsaharan Africa"
"742" "1030" "1" "Bantu" "Asia"
"743" "1031" "1" "Bantu" "Asia"
"744" "1032" "1" "San" "Subsaharan Africa"
"745" "1033" "1" "Bantu" "Asia"
"746" "1034" "1" "Bantu" "Asia"
"747" "1035" "1" "Bantu" "Asia"
"748" "1036" "1" "San" "Subsaharan Africa"
"749" "1037" "1" "Pima" "America"
"750" "1038" "2" "Pima" "America"
"751" "1039" "1" "Pima" "America"
"752" "1040" "1" "Pima" "America"
"753" "1041" "2" "Pima" "America"
"754" "1042" "1" "Pima" "America"
"755" "1043" "1" "Pima" "America"
"756" "1044" "2" "Pima" "America"
"757" "1045" "1" "Pima" "America"
"758" "1046" "2" "Pima" "America"
"759" "1047" "1" "Pima" "America"
"760" "1048" "2" "Pima" "America"
"761" "1049" "2" "Pima" "America"
"762" "1050" "1" "Pima" "America"
"763" "1051" "2" "Pima" "America"
"764" "1052" "1" "Pima" "America"
"765" "1053" "2" "Pima" "America"
"766" "1054" "2" "Pima" "America"
"767" "1055" "1" "Pima" "America"
"768" "1056" "2" "Pima" "America"
"769" "1057" "1" "Pima" "America"
"770" "1058" "1" "Pima" "America"
"771" "1059" "1" "Pima" "America"
"772" "1060" "1" "Pima" "America"
"773" "1061" "1" "Pima" "America"
"774" "1062" "2" "Sardinian" "Europe"
"775" "1063" "1" "Sardinian" "Europe"
"776" "1064" "2" "Sardinian" "Europe"
"777" "1065" "2" "Sardinian" "Europe"
"778" "1066" "1" "Sardinian" "Europe"
"779" "1067" "1" "Sardinian" "Europe"
"780" "1068" "2" "Sardinian" "Europe"
"781" "1069" "1" "Sardinian" "Europe"
"782" "1070" "2" "Sardinian" "Europe"
"783" "1071" "1" "Sardinian" "Europe"
"784" "1072" "2" "Sardinian" "Europe"
"785" "1073" "1" "Sardinian" "Europe"
"786" "1074" "2" "Sardinian" "Europe"
"787" "1075" "1" "Sardinian" "Europe"
"788" "1076" "1" "Sardinian" "Europe"
"789" "1077" "1" "Sardinian" "Europe"
"790" "1078" "2" "Sardinian" "Europe"
"791" "1079" "1" "Sardinian" "Europe"
"792" "1081" "1" "Mbuti Pygmies" "Subsaharan Africa"
"793" "1084" "1" "Biaka Pygmies" "Subsaharan Africa"
"794" "1085" "2" "Biaka Pygmies" "Subsaharan Africa"
"795" "1086" "1" "Biaka Pygmies" "Subsaharan Africa"
"796" "1087" "1" "Biaka Pygmies" "Subsaharan Africa"
"797" "1088" "1" "Biaka Pygmies" "Subsaharan Africa"
"798" "1089" "1" "Biaka Pygmies" "Subsaharan Africa"
"799" "1090" "1" "Biaka Pygmies" "Subsaharan Africa"
"800" "1091" "1" "Biaka Pygmies" "Subsaharan Africa"
"801" "1092" "1" "Biaka Pygmies" "Subsaharan Africa"
"802" "1093" "1" "Biaka Pygmies" "Subsaharan Africa"
"803" "1094" "1" "Biaka Pygmies" "Subsaharan Africa"
"804" "1095" "1" "Tujia" "Asia"
"805" "1096" "1" "Tujia" "Asia"
"806" "1097" "1" "Tujia" "Asia"
"807" "1098" "2" "Tujia" "Asia"
"808" "1099" "1" "Tujia" "Asia"
"809" "1100" "1" "Tujia" "Asia"
"810" "1101" "1" "Tujia" "Asia"
"811" "1102" "1" "Tujia" "Asia"
"812" "1103" "1" "Tujia" "Asia"
"813" "1104" "1" "Tujia" "Asia"
"814" "1147" "1" "Bergamo" "Europe"
"815" "1149" "1" "Bergamo" "Europe"
"816" "1151" "1" "Bergamo" "Europe"
"817" "1152" "1" "Bergamo" "Europe"
"818" "1153" "1" "Bergamo" "Europe"
"819" "1154" "1" "Bergamo" "Europe"
"820" "1155" "1" "Bergamo" "Europe"
"821" "1156" "2" "Bergamo" "Europe"
"822" "1157" "2" "Bergamo" "Europe"
"823" "1161" "1" "Tuscan" "Europe"
"824" "1162" "1" "Tuscan" "Europe"
"825" "1163" "1" "Tuscan" "Europe"
"826" "1164" "1" "Tuscan" "Europe"
"827" "1166" "1" "Tuscan" "Europe"
"828" "1167" "1" "Tuscan" "Europe"
"829" "1168" "2" "Tuscan" "Europe"
"830" "1169" "2" "Tuscan" "Europe"
"831" "1171" "2" "Bergamo" "Europe"
"832" "1172" "2" "Bergamo" "Europe"
"833" "1173" "1" "Bergamo" "Europe"
"834" "1174" "1" "Bergamo" "Europe"
"835" "1177" "2" "Bergamo" "Europe"
"836" "1179" "1" "Yizu" "Asia"
"837" "1180" "1" "Yizu" "Asia"
"838" "1181" "1" "Yizu" "Asia"
"839" "1182" "1" "Yizu" "Asia"
"840" "1183" "1" "Yizu" "Asia"
"841" "1184" "1" "Yizu" "Asia"
"842" "1185" "1" "Yizu" "Asia"
"843" "1186" "1" "Yizu" "Asia"
"844" "1187" "1" "Yizu" "Asia"
"845" "1188" "2" "Yizu" "Asia"
"846" "1189" "1" "Miaozu" "Asia"
"847" "1190" "1" "Miaozu" "Asia"
"848" "1191" "1" "Miaozu" "Asia"
"849" "1192" "1" "Miaozu" "Asia"
"850" "1193" "1" "Miaozu" "Asia"
"851" "1194" "1" "Miaozu" "Asia"
"852" "1195" "1" "Miaozu" "Asia"
"853" "1196" "2" "Miaozu" "Asia"
"854" "1197" "2" "Miaozu" "Asia"
"855" "1198" "2" "Miaozu" "Asia"
"856" "1199" "1" "Mandenka" "Subsaharan Africa"
"857" "1200" "1" "Mandenka" "Subsaharan Africa"
"858" "1201" "1" "Mandenka" "Subsaharan Africa"
"859" "1202" "1" "Mandenka" "Subsaharan Africa"
"860" "1203" "1" "Oroqen" "Europe"
"861" "1204" "1" "Oroqen" "Europe"
"862" "1205" "1" "Oroqen" "Europe"
"863" "1206" "1" "Oroqen" "Europe"
"864" "1207" "1" "Oroqen" "Europe"
"865" "1208" "1" "Oroqen" "Europe"
"866" "1209" "1" "Oroqen" "Europe"
"867" "1210" "1" "Oroqen" "Europe"
"868" "1211" "2" "Oroqen" "Europe"
"869" "1212" "2" "Oroqen" "Europe"
"870" "1213" "1" "Daur" "Asia"
"871" "1214" "1" "Daur" "Asia"
"872" "1215" "2" "Daur" "Asia"
"873" "1216" "1" "Daur" "Asia"
"874" "1217" "1" "Daur" "Asia"
"875" "1218" "1" "Daur" "Asia"
"876" "1219" "2" "Daur" "Asia"
"877" "1220" "1" "Daur" "Asia"
"878" "1221" "1" "Daur" "Asia"
"879" "1222" "2" "Daur" "Asia"
"880" "1223" "2" "Mongola" "Asia"
"881" "1224" "1" "Mongola" "Asia"
"882" "1225" "1" "Mongola" "Asia"
"883" "1226" "1" "Mongola" "Asia"
"884" "1227" "1" "Mongola" "Asia"
"885" "1228" "1" "Mongola" "Asia"
"886" "1229" "1" "Mongola" "Asia"
"887" "1230" "1" "Mongola" "Asia"
"888" "1231" "1" "Mongola" "Asia"
"889" "1232" "2" "Mongola" "Asia"
"890" "1233" "1" "Hezhen" "Asia"
"891" "1234" "2" "Hezhen" "Asia"
"892" "1235" "1" "Hezhen" "Asia"
"893" "1236" "1" "Hezhen" "Asia"
"894" "1237" "1" "Hezhen" "Asia"
"895" "1238" "1" "Hezhen" "Asia"
"896" "1239" "1" "Hezhen" "Asia"
"897" "1240" "1" "Hezhen" "Asia"
"898" "1241" "1" "Hezhen" "Asia"
"899" "1242" "2" "Hezhen" "Asia"
"900" "1243" "1" "Xibo" "Asia"
"901" "1244" "1" "Xibo" "Asia"
"902" "1245" "1" "Xibo" "Asia"
"903" "1246" "1" "Xibo" "Asia"
"904" "1247" "1" "Xibo" "Asia"
"905" "1248" "1" "Xibo" "Asia"
"906" "1249" "1" "Xibo" "Asia"
"907" "1250" "1" "Xibo" "Asia"
"908" "1251" "2" "Xibo" "Asia"
"909" "1253" "1" "Mozabite" "North Africa"
"910" "1254" "1" "Mozabite" "North Africa"
"911" "1255" "1" "Mozabite" "North Africa"
"912" "1256" "1" "Mozabite" "North Africa"
"913" "1257" "1" "Mozabite" "North Africa"
"914" "1258" "1" "Mozabite" "North Africa"
"915" "1259" "1" "Mozabite" "North Africa"
"916" "1260" "1" "Mozabite" "North Africa"
"917" "1261" "1" "Mozabite" "North Africa"
"918" "1262" "1" "Mozabite" "North Africa"
"919" "1263" "1" "Mozabite" "North Africa"
"920" "1264" "1" "Mozabite" "North Africa"
"921" "1265" "1" "Mozabite" "North Africa"
"922" "1266" "1" "Mozabite" "North Africa"
"923" "1267" "2" "Mozabite" "North Africa"
"924" "1268" "1" "Mozabite" "North Africa"
"925" "1269" "1" "Mozabite" "North Africa"
"926" "1270" "2" "Mozabite" "North Africa"
"927" "1271" "1" "Mozabite" "North Africa"
"928" "1272" "1" "Mozabite" "North Africa"
"929" "1273" "2" "Mozabite" "North Africa"
"930" "1274" "2" "Mozabite" "North Africa"
"931" "1275" "2" "Mozabite" "North Africa"
"932" "1276" "2" "Mozabite" "North Africa"
"933" "1277" "2" "Mozabite" "North Africa"
"934" "1278" "1" "Mozabite" "North Africa"
"935" "1279" "1" "Mozabite" "North Africa"
"936" "1280" "2" "Mozabite" "North Africa"
"937" "1281" "2" "Mozabite" "North Africa"
"938" "1282" "1" "Mozabite" "North Africa"
"939" "1283" "1" "Mandenka" "Subsaharan Africa"
"940" "1284" "1" "Mandenka" "Subsaharan Africa"
"941" "1285" "1" "Mandenka" "Subsaharan Africa"
"942" "1286" "1" "Mandenka" "Subsaharan Africa"
"943" "1287" "2" "Han" "Asia"
"944" "1288" "1" "Han" "Asia"
"945" "1289" "1" "Han" "Asia"
"946" "1290" "1" "Han" "Asia"
"947" "1291" "2" "Han" "Asia"
"948" "1292" "1" "Han" "Asia"
"949" "1293" "1" "Han" "Asia"
"950" "1294" "1" "Han" "Asia"
"951" "1295" "1" "Han" "Asia"
"952" "1296" "1" "Han" "Asia"
"953" "1297" "1" "Uygur" "Asia"
"954" "1298" "1" "Uygur" "Asia"
"955" "1299" "1" "Uygur" "Asia"
"956" "1300" "1" "Uygur" "Asia"
"957" "1301" "1" "Uygur" "Asia"
"958" "1302" "1" "Uygur" "Asia"
"959" "1303" "1" "Uygur" "Asia"
"960" "1304" "1" "Uygur" "Asia"
"961" "1305" "2" "Uygur" "Asia"
"962" "1306" "2" "Uygur" "Asia"
"963" "1307" "1" "Dai" "Asia"
"964" "1308" "1" "Dai" "Asia"
"965" "1309" "1" "Dai" "Asia"
"966" "1310" "1" "Dai" "Asia"
"967" "1311" "1" "Dai" "Asia"
"968" "1312" "1" "Dai" "Asia"
"969" "1313" "1" "Dai" "Asia"
"970" "1314" "2" "Dai" "Asia"
"971" "1315" "2" "Dai" "Asia"
"972" "1316" "2" "Dai" "Asia"
"973" "1317" "1" "Lahu" "Asia"
"974" "1318" "1" "Lahu" "Asia"
"975" "1319" "1" "Lahu" "Asia"
"976" "1320" "1" "Lahu" "Asia"
"977" "1321" "1" "Lahu" "Asia"
"978" "1322" "1" "Lahu" "Asia"
"979" "1323" "2" "Lahu" "Asia"
"980" "1324" "2" "Lahu" "Asia"
"981" "1325" "2" "Lahu" "Asia"
"982" "1326" "1" "Lahu" "Asia"
"983" "1327" "1" "She" "Asia"
"984" "1328" "1" "She" "Asia"
"985" "1329" "1" "She" "Asia"
"986" "1330" "1" "She" "Asia"
"987" "1331" "1" "She" "Asia"
"988" "1332" "1" "She" "Asia"
"989" "1333" "1" "She" "Asia"
"990" "1334" "2" "She" "Asia"
"991" "1335" "2" "She" "Asia"
"992" "1336" "2" "She" "Asia"
"993" "1337" "1" "Naxi" "Asia"
"994" "1338" "1" "Naxi" "Asia"
"995" "1339" "1" "Naxi" "Asia"
"996" "1340" "1" "Naxi" "Asia"
"997" "1341" "1" "Naxi" "Asia"
"998" "1342" "1" "Naxi" "Asia"
"999" "1343" "1" "Naxi" "Asia"
"1000" "1344" "1" "Naxi" "Asia"
"1001" "1345" "2" "Naxi" "Asia"
"1002" "1346" "2" "Naxi" "Asia"
"1003" "1347" "1" "Tu" "Asia"
"1004" "1348" "1" "Tu" "Asia"
"1005" "1349" "1" "Tu" "Asia"
"1006" "1350" "1" "Tu" "Asia"
"1007" "1351" "1" "Tu" "Asia"
"1008" "1352" "1" "Tu" "Asia"
"1009" "1353" "1" "Tu" "Asia"
"1010" "1354" "2" "Tu" "Asia"
"1011" "1355" "2" "Tu" "Asia"
"1012" "1356" "2" "Tu" "Asia"
"1013" "1357" "1" "Basque" "Europe"
"1014" "1358" "1" "Basque" "Europe"
"1015" "1359" "1" "Basque" "Europe"
"1016" "1360" "1" "Basque" "Europe"
"1017" "1361" "1" "Basque" "Europe"
"1018" "1362" "1" "Basque" "Europe"
"1019" "1363" "2" "Basque" "Europe"
"1020" "1364" "1" "Basque" "Europe"
"1021" "1365" "2" "Basque" "Europe"
"1022" "1366" "2" "Basque" "Europe"
"1023" "1367" "2" "Basque" "Europe"
"1024" "1368" "2" "Basque" "Europe"
"1025" "1369" "2" "Basque" "Europe"
"1026" "1370" "1" "Basque" "Europe"
"1027" "1371" "1" "Basque" "Europe"
"1028" "1372" "1" "Basque" "Europe"
"1029" "1373" "2" "Basque" "Europe"
"1030" "1374" "1" "Basque" "Europe"
"1031" "1375" "1" "Basque" "Europe"
"1032" "1376" "1" "Basque" "Europe"
"1033" "1377" "1" "Basque" "Europe"
"1034" "1378" "1" "Basque" "Europe"
"1035" "1379" "1" "Basque" "Europe"
"1036" "1380" "2" "Basque" "Europe"
"1037" "1381" "2" "Adygei" "Europe"
"1038" "1382" "2" "Adygei" "Europe"
"1039" "1383" "1" "Adygei" "Europe"
"1040" "1384" "1" "Adygei" "Europe"
"1041" "1385" "1" "Adygei" "Europe"
"1042" "1386" "2" "Adygei" "Europe"
"1043" "1387" "2" "Adygei" "Europe"
"1044" "1388" "2" "Adygei" "Europe"
"1045" "1396" "1" "Adygei" "Europe"
"1046" "1397" "1" "Adygei" "Europe"
"1047" "1398" "2" "Adygei" "Europe"
"1048" "1399" "2" "Adygei" "Europe"
"1049" "1400" "2" "Adygei" "Europe"
"1050" "1401" "2" "Adygei" "Europe"
"1051" "1402" "1" "Adygei" "Europe"
"1052" "1403" "1" "Adygei" "Europe"
"1053" "1404" "1" "Adygei" "Europe"
"1054" "1405" "1" "Bantu" "Asia"
"1055" "1406" "1" "Bantu" "Asia"
"1056" "1408" "1" "Bantu" "Asia"
"1057" "1410" "1" "Nilote" "Subsaharan Africa"
"1058" "1411" "1" "Bantu" "Asia"
"1059" "1412" "1" "Bantu" "Asia"
"1060" "1413" "1" "Bantu" "Asia"
"1061" "1414" "2" "Bantu" "Asia"
"1062" "1415" "1" "Bantu" "Asia"
"1063" "1416" "1" "Bantu" "Asia"
"1064" "1417" "1" "Bantu" "Asia"
"1065" "1418" "1" "Bantu" "Asia"
"1066" "1419" "1" "Bantu" "Asia"
